release_path,original_path,classification,origin_project,original_author_or_copyright,license,spdx,modified_by_le_sun,include,reason,sha256_original,sha256_release,notes
src/fpga/common/mqnic_ptp_perout.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/mqnic_ptp_perout.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,6cdb7dcffa90597d25f90cdd257241f542650c1661a77eedef94fb201a2b9abf,6cdb7dcffa90597d25f90cdd257241f542650c1661a77eedef94fb201a2b9abf,
src/fpga/common/mqnic_rb_clk_info.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/mqnic_rb_clk_info.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,bc2e66433ea43be5d125d4aebdc765b9eec46145936fbf95a6304a83e60d3b26,bc2e66433ea43be5d125d4aebdc765b9eec46145936fbf95a6304a83e60d3b26,
src/fpga/common/mqnic_rx_queue_map.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/mqnic_rx_queue_map.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,ef4b73635e9e3b4d17a93400bdd349fd8fe2a08142c42357a8898166df725655,ef4b73635e9e3b4d17a93400bdd349fd8fe2a08142c42357a8898166df725655,
src/fpga/common/mqnic_tx_scheduler_block_rr.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/mqnic_tx_scheduler_block_rr.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,69a3eaaccd3cd228a5f56b864087f3600eddabfa289e7141565be1c7c077ef0c,69a3eaaccd3cd228a5f56b864087f3600eddabfa289e7141565be1c7c077ef0c,
src/fpga/common/queue_manager.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/queue_manager.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,c940b75bcb3f811fa0bbf6b5831b75881c3d2ad80417920ac8073e242e4d5e3e,c940b75bcb3f811fa0bbf6b5831b75881c3d2ad80417920ac8073e242e4d5e3e,
src/fpga/common/rb_drp.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/rb_drp.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,fca16c7e298a6cb18ca23faeb5e40a903cd3a23633f98dc2ad6f22839a3bd1c3,fca16c7e298a6cb18ca23faeb5e40a903cd3a23633f98dc2ad6f22839a3bd1c3,
src/fpga/common/rx_checksum.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/rx_checksum.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,be027f25d0560152706f64981e2c925a888a580d6f51986864c8f4f8accbb0ab,be027f25d0560152706f64981e2c925a888a580d6f51986864c8f4f8accbb0ab,
src/fpga/common/rx_engine.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/rx_engine.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,e56231ae1e7ead37bec5364fd1043a899797f7ad86892b0d40ea3642816fcfff,e56231ae1e7ead37bec5364fd1043a899797f7ad86892b0d40ea3642816fcfff,
src/fpga/common/rx_fifo.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/rx_fifo.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,e9d4a43ed2ec595ef4cc9ea2dedd3f8d769ef635cb36f079743bec75474392cc,e9d4a43ed2ec595ef4cc9ea2dedd3f8d769ef635cb36f079743bec75474392cc,
src/fpga/common/rx_hash.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/rx_hash.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,38cf3e5058ddf3a900717e89f80c654f361389cc16c02a52089b2a2c1f27e8d5,38cf3e5058ddf3a900717e89f80c654f361389cc16c02a52089b2a2c1f27e8d5,
src/fpga/common/stats_collect.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/stats_collect.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,f6194c56986445e887c647b29cd721d84d82a2ea53fa41801cbc1c91cf6371a1,f6194c56986445e887c647b29cd721d84d82a2ea53fa41801cbc1c91cf6371a1,
src/fpga/common/stats_counter.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/stats_counter.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,63f77dea123d1414482cd2ddb3942f6f55550824034f42b81d4875acd7a4b7bf,63f77dea123d1414482cd2ddb3942f6f55550824034f42b81d4875acd7a4b7bf,
src/fpga/common/stats_dma_if_pcie.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/stats_dma_if_pcie.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,613eef6e64b275ff5e81aff745d045d4ef1664775d687468456370911b5525c8,613eef6e64b275ff5e81aff745d045d4ef1664775d687468456370911b5525c8,
src/fpga/common/stats_dma_latency.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/stats_dma_latency.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,e5b70e982267dd4b02ccbc419d6992c135c2574054bf29f15bb9860f21134839,e5b70e982267dd4b02ccbc419d6992c135c2574054bf29f15bb9860f21134839,
src/fpga/common/stats_pcie_if.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/stats_pcie_if.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,2b14d9e488be96f093abba637ddc26d008100fd743c9041d73b9d2a9fb771a2f,2b14d9e488be96f093abba637ddc26d008100fd743c9041d73b9d2a9fb771a2f,
src/fpga/common/stats_pcie_tlp.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/stats_pcie_tlp.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,0b776237ff16384388a54fda9b64b27e2dd4d77c67049e77afadb3867216c733,0b776237ff16384388a54fda9b64b27e2dd4d77c67049e77afadb3867216c733,
src/fpga/common/tdma_ber.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/tdma_ber.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,78d9d5e9d3f5ab1b74bc58d9b61ed9f11e53f8a4cbfd2d3f86b9ae75701e7c75,78d9d5e9d3f5ab1b74bc58d9b61ed9f11e53f8a4cbfd2d3f86b9ae75701e7c75,
src/fpga/common/tdma_ber_ch.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/tdma_ber_ch.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,708fb6736f342c97118ed7ec58eec6b6c22289607ee844db37ba15fcb72d7f43,708fb6736f342c97118ed7ec58eec6b6c22289607ee844db37ba15fcb72d7f43,
src/fpga/common/tdma_scheduler.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/tdma_scheduler.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,474bbdfdc8c3c1ad147898a898cc0fcafc92672e9704d9b8470c1687a79228a2,474bbdfdc8c3c1ad147898a898cc0fcafc92672e9704d9b8470c1687a79228a2,
src/fpga/common/tx_checksum.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/tx_checksum.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,2d5d1b885daf9a77e0121b39b9b21dbef17d8b2716571a47c659e0f14b241386,2d5d1b885daf9a77e0121b39b9b21dbef17d8b2716571a47c659e0f14b241386,
src/fpga/common/tx_engine.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/tx_engine.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,cc5f1f5b22d0b65f9e3454f521ec99f7a13f72b4d9339cffe60d2538291772da,cc5f1f5b22d0b65f9e3454f521ec99f7a13f72b4d9339cffe60d2538291772da,
src/fpga/common/tx_fifo.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/tx_fifo.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,55c59ff85289afa911f1e10ed4eda2b736627221dc0622982585ad0bbd84acd6,55c59ff85289afa911f1e10ed4eda2b736627221dc0622982585ad0bbd84acd6,
src/fpga/common/tx_req_mux.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/tx_req_mux.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,86072c0e5175f13ee59a7ca57dcccdf85f7c0fcc5b023be991275c2c8c06e9ac,86072c0e5175f13ee59a7ca57dcccdf85f7c0fcc5b023be991275c2c8c06e9ac,
src/fpga/common/tx_scheduler_rr.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/common/tx_scheduler_rr.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum common RTL,fdfe75f525e99f6c46290db58638fe0de17e248df9e9cb87c092d1a648e78765,fdfe75f525e99f6c46290db58638fe0de17e248df9e9cb87c092d1a648e78765,
src/fpga/fpga_core.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/fpga_core.v,CORUNDUM_MODIFIED,Corundum + Le Sun,The Regents of the University of California,BSD-2-Clause-Views,BSD-2-Clause-Views,yes,True,MACsec integration into Corundum fpga_core; patch in patches/corundum/,f14102bae09534f84fb6e199740277a81ae7d1b708b2da7d2750db4cd1a2191d,1b225b250c2988082a55aa9c256921c782d6c1dfb19e1d3302a5110641c1d274,Modification note added; original Corundum copyright retained
src/fpga/fpga_k35.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/rtl/fpga_k35.v,CORUNDUM_MODIFIED,Corundum + Le Sun,The Regents of the University of California,BSD-2-Clause-Views,BSD-2-Clause-Views,yes,True,"MACsec clock wiring, SFP count param, PCIe x8 widths",cb58af9d25f272fbd4c68f27a7880153ccb5c383ce5c2ec953cd039cb8507620,9365bd4ad95eedb11da59d15ac3c6908de5aafae2727969b24634adb7e447d3c,Modification note added
src/fpga/lib/axi/arbiter.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axi/rtl/arbiter.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,a001507c82843e36e133dea75491fc044f56660fac0aff0127cf3afec7f927e0,a001507c82843e36e133dea75491fc044f56660fac0aff0127cf3afec7f927e0,
src/fpga/lib/axi/axil_crossbar.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axi/rtl/axil_crossbar.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,f48acdb965988038196bc0742f2f18174a1ecd35386a061f634bc64ccf6adb27,f48acdb965988038196bc0742f2f18174a1ecd35386a061f634bc64ccf6adb27,
src/fpga/lib/axi/axil_crossbar_addr.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axi/rtl/axil_crossbar_addr.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,a687cef2780b571b1a1b85746e4e093d0d7131d77bf9d6c610f333b0e27480c0,a687cef2780b571b1a1b85746e4e093d0d7131d77bf9d6c610f333b0e27480c0,
src/fpga/lib/axi/axil_crossbar_rd.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axi/rtl/axil_crossbar_rd.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,b43f1a86164949e78e01e29864c9a2cad5bd442be8356231d2993beaeb3d4e99,b43f1a86164949e78e01e29864c9a2cad5bd442be8356231d2993beaeb3d4e99,
src/fpga/lib/axi/axil_crossbar_wr.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axi/rtl/axil_crossbar_wr.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,6b415d4d265a6694810913b67f62f93bd01128c59afe962d2784d45b9f310663,6b415d4d265a6694810913b67f62f93bd01128c59afe962d2784d45b9f310663,
src/fpga/lib/axi/axil_interconnect.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axi/rtl/axil_interconnect.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,f685b0861d4d7a93a8ce4a938589d57e5fdd186204dea32436828496e1426efe,f685b0861d4d7a93a8ce4a938589d57e5fdd186204dea32436828496e1426efe,
src/fpga/lib/axi/axil_reg_if.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axi/rtl/axil_reg_if.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,6aac73057466d4c16f79a5575f5fb4136b494d41cd63aaa83fefe90319006a39,6aac73057466d4c16f79a5575f5fb4136b494d41cd63aaa83fefe90319006a39,
src/fpga/lib/axi/axil_reg_if_rd.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axi/rtl/axil_reg_if_rd.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,57f196a4e073bfe1b483c19127088006e1d5fdd33f514d4c6672ab08fd7d8359,57f196a4e073bfe1b483c19127088006e1d5fdd33f514d4c6672ab08fd7d8359,
src/fpga/lib/axi/axil_reg_if_wr.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axi/rtl/axil_reg_if_wr.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,ec2f3d3d97b694dd4ff046d791fc7a0f95856c41049a107eac1aa3b3daab7412,ec2f3d3d97b694dd4ff046d791fc7a0f95856c41049a107eac1aa3b3daab7412,
src/fpga/lib/axi/axil_register_rd.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axi/rtl/axil_register_rd.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,ae1a35af8be25b3fa0f2245ce0ca33287f566279ea5bcf04d822d417ffa5f463,ae1a35af8be25b3fa0f2245ce0ca33287f566279ea5bcf04d822d417ffa5f463,
src/fpga/lib/axi/axil_register_wr.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axi/rtl/axil_register_wr.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,af7fd3bc697c3e2d8e921105bf33fab62199a211e4aca031ba28bf08054b6563,af7fd3bc697c3e2d8e921105bf33fab62199a211e4aca031ba28bf08054b6563,
src/fpga/lib/axi/priority_encoder.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axi/rtl/priority_encoder.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,df28220d95b47df349a72803a9751aad331eb8e1435416e8686d00572a974dd5,df28220d95b47df349a72803a9751aad331eb8e1435416e8686d00572a974dd5,
src/fpga/lib/axis/axis_adapter.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axis/rtl/axis_adapter.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,4b9b6649f12e374c24d36f2d42680ecf1f38cca8ae4fda7fd68dbf722b6c8140,4b9b6649f12e374c24d36f2d42680ecf1f38cca8ae4fda7fd68dbf722b6c8140,
src/fpga/lib/axis/axis_arb_mux.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axis/rtl/axis_arb_mux.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,2e71c10f54a03375e7b9e2f6ae559a0c122715297d6db75a764c0db70701108b,2e71c10f54a03375e7b9e2f6ae559a0c122715297d6db75a764c0db70701108b,
src/fpga/lib/axis/axis_async_fifo.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axis/rtl/axis_async_fifo.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,faeeaeadcba90268689f9fd227b1c8088d856ec8290ef6ab10b6d25e018858d4,faeeaeadcba90268689f9fd227b1c8088d856ec8290ef6ab10b6d25e018858d4,
src/fpga/lib/axis/axis_async_fifo_adapter.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axis/rtl/axis_async_fifo_adapter.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,9dc661b88d459a318e40722df277720fe64ef4309230462e8538b1a44da1d57c,9dc661b88d459a318e40722df277720fe64ef4309230462e8538b1a44da1d57c,
src/fpga/lib/axis/axis_demux.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axis/rtl/axis_demux.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,b3ec5e59baa6b29f9d2bd077c262b8f3e57ea1de1162e19614f93dc866d5ba38,b3ec5e59baa6b29f9d2bd077c262b8f3e57ea1de1162e19614f93dc866d5ba38,
src/fpga/lib/axis/axis_fifo.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axis/rtl/axis_fifo.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,7d1ea178349654c92f2ac4823620004abe067b37f9fbd09fcff97fe00db6e19c,7d1ea178349654c92f2ac4823620004abe067b37f9fbd09fcff97fe00db6e19c,
src/fpga/lib/axis/axis_fifo_adapter.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axis/rtl/axis_fifo_adapter.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,7662fbf53def5dfb353a590a3ae7309b4f9519847288c90a42ed63df57c95d00,7662fbf53def5dfb353a590a3ae7309b4f9519847288c90a42ed63df57c95d00,
src/fpga/lib/axis/axis_pipeline_fifo.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axis/rtl/axis_pipeline_fifo.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,a7cdccbf905c3f95d4a626fe77d84879a09c3f472dffc5ea2eb7acc9ba113c02,a7cdccbf905c3f95d4a626fe77d84879a09c3f472dffc5ea2eb7acc9ba113c02,
src/fpga/lib/axis/axis_register.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axis/rtl/axis_register.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,599fde2d6c2d806643bbffb7c444297e69a71871f962d4b741ec1914342e0d39,599fde2d6c2d806643bbffb7c444297e69a71871f962d4b741ec1914342e0d39,
src/fpga/lib/axis/sync_reset.v,<home>/workspace/mqnic_gcm_codex-2-v2-2.75gbps/mqnic_gcm_codex-2/mqnic_gcm_codex.srcs/sources_1/imports/fpga_25g/lib/axis/rtl/sync_reset.v,CORUNDUM_UPSTREAM,Corundum,The Regents of the University of California / Alex Forencich,BSD-2-Clause-Views,BSD-2-Clause-Views,no,True,Unmodified Corundum lib RTL,a6701ef1a7412be2615592c2db70a7cebc07baa208ffba79e34ecaedf0289a91,a6701ef1a7412be2615592c2db70a7cebc07baa208ffba79e34ecaedf0289a91,
